employee_id,first_name,last_name,department_id,job_role,job_level,hire_date,gender,age,marital_status,education_level,distance_from_home,business_travel,manager_id,current_status
630,Sofia,Osei,2,Software Engineer,2,2015-01-09,Male,52,Divorced,College,6,Travel_Rarely,638,Active
631,Hugo,Kowalski,1,Sales Executive,2,2020-08-19,Male,32,Married,Master,11,Non-Travel,1050,Terminated
632,Ingrid,Vandenberg,1,Sales Representative,1,2023-02-24,Male,24,Married,Bachelor,24,Travel_Frequently,1869,Active
634,Hannah,Duarte,6,Support Representative,2,2024-10-30,Female,38,Married,Bachelor,10,Travel_Rarely,119,Active
635,Marcus,Tanaka,5,Operations Director,2,2019-03-04,Female,37,Married,Master,1,Travel_Rarely,601,Active
638,Kwame,Cardoso,2,Engineering Director,5,1994-10-15,Male,49,Divorced,Master,18,Travel_Rarely,1423,Active
639,Rahul,Kowalski,2,Software Engineer,1,2019-12-24,Male,24,Married,Bachelor,23,Travel_Rarely,1666,Active
641,Elena,Grimaldi,1,Sales Executive,2,2020-06-11,Male,26,Married,College,28,Travel_Rarely,2055,Active
643,Marcus,Steiner,2,QA Engineer,1,2024-11-16,Male,24,Married,College,17,Travel_Rarely,1666,Active
644,Chloe,Larsen,4,Finance Manager,5,1993-03-12,Male,50,Married,Bachelor,3,Travel_Frequently,140,Active
645,Sofia,Kaur,1,Sales Representative,1,2018-03-26,Male,25,Married,Below College,13,Travel_Rarely,1732,Active
647,Camila,Duarte,2,QA Engineer,1,2018-06-28,Female,24,Married,Bachelor,7,Travel_Frequently,1666,Terminated
648,Yuki,Fitzgerald,1,Sales Representative,1,2022-06-13,Male,30,Married,Master,12,Travel_Frequently,1732,Terminated
649,Bruno,Cardoso,2,Software Engineer,1,2019-04-28,Male,34,Married,College,1,Travel_Rarely,386,Active
650,Samir,Mehta,1,Sales Executive,2,2021-03-30,Male,31,Divorced,Master,13,Travel_Rarely,1319,Terminated
652,Omar,Bakker,2,QA Engineer,2,2022-02-20,Male,35,Single,College,25,Travel_Rarely,1069,Active
653,Caleb,Ibrahim,1,Sales Executive,2,2018-04-24,Male,31,Divorced,Master,6,Travel_Rarely,1319,Active
655,Rosa,Nowak,2,Software Engineer,1,2020-05-29,Female,27,Divorced,Master,6,Travel_Rarely,1523,Active
656,Elena,Hassan,1,Sales Executive,2,2022-09-25,Male,37,Married,Bachelor,2,Travel_Rarely,81,Active
657,Andre,Kaur,2,Software Engineer,1,2024-11-04,Female,20,Single,Bachelor,1,Travel_Rarely,612,Active
659,Lena,Larsen,6,Support Representative,2,2015-03-25,Female,42,Married,Master,2,Travel_Rarely,372,Active
661,Andre,Nowak,2,Engineering Director,4,2024-06-28,Male,43,Divorced,Master,6,Travel_Rarely,141,Active
662,Divya,Osei,2,Software Engineer,1,2025-10-21,Female,38,Single,Below College,1,Travel_Rarely,1128,Active
663,Viktor,Sharma,2,QA Engineer,2,2017-03-11,Male,43,Divorced,Doctor,9,Travel_Frequently,1941,Active
664,Hugo,Kaur,4,Finance Manager,4,2022-05-31,Female,48,Married,Master,1,Travel_Rarely,787,Active
665,Daniel,Novak,3,HR Generalist,2,2023-10-07,Female,44,Single,Master,1,Travel_Rarely,1744,Active
666,Caleb,Lindqvist,1,Sales Representative,1,2017-06-08,Female,34,Divorced,Bachelor,14,Travel_Rarely,580,Active
667,Tariq,Varga,1,Sales Representative,1,2020-06-20,Male,27,Divorced,Below College,2,Travel_Rarely,1732,Terminated
669,Amara,Duarte,1,Sales Representative,1,2022-07-08,Male,21,Single,Below College,22,Travel_Rarely,302,Active
671,Jonas,Grimaldi,4,Finance Manager,5,2023-05-25,Male,44,Married,Master,3,Travel_Rarely,140,Active
675,Andre,Reyes,2,Software Engineer,1,2023-07-17,Male,22,Married,Below College,6,Travel_Rarely,468,Active
677,Daniel,Eriksen,1,Sales Executive,2,2020-02-13,Male,33,Divorced,Master,8,Travel_Rarely,1050,Active
679,Claire,Dubois,2,Software Engineer,2,2019-11-25,Female,32,Married,Master,9,Travel_Rarely,1217,Active
680,Nadia,Dubois,2,Software Engineer,1,2024-09-10,Female,30,Divorced,Bachelor,3,Travel_Frequently,1539,Active
682,Amara,Aoki,1,Sales Executive,2,2011-02-23,Female,53,Single,Below College,1,Travel_Rarely,986,Active
683,Claire,Ibrahim,2,Software Engineer,1,2015-01-14,Male,34,Married,Doctor,1,Travel_Rarely,386,Active
684,Nadia,Jokinen,1,Sales Executive,2,2023-12-07,Female,45,Married,Master,26,Travel_Frequently,1975,Terminated
686,Luis,Vandenberg,2,QA Engineer,1,2022-10-15,Female,26,Married,Bachelor,6,Travel_Rarely,661,Active
689,Tariq,Ramos,5,Operations Director,3,2015-12-21,Male,37,Married,Bachelor,3,Travel_Rarely,1367,Active
690,Amara,Steiner,1,Sales Executive,2,2019-09-13,Female,29,Married,College,3,Travel_Rarely,1391,Active
691,Leila,Ferreira,2,Software Engineer,2,2008-04-27,Male,35,Single,Master,6,Travel_Rarely,1069,Active
692,Grace,Tanaka,6,Support Representative,2,2012-05-27,Male,33,Divorced,Bachelor,6,Travel_Frequently,1697,Active
698,Anika,Vandenberg,3,HR Generalist,3,2016-07-27,Male,54,Married,Master,19,Travel_Rarely,,Active
699,Viktor,Silva,5,Operations Director,2,2022-07-24,Male,36,Divorced,College,9,Travel_Rarely,1026,Active
700,Priya,Okafor,2,Software Engineer,1,2021-07-27,Male,27,Single,Master,3,Travel_Rarely,1523,Active
701,Tobias,Lombardi,2,Software Engineer,1,2023-03-14,Male,20,Single,Below College,10,Travel_Rarely,612,Terminated
702,Priya,Osei,2,Software Engineer,1,2015-10-07,Male,33,Single,Bachelor,3,Travel_Frequently,901,Terminated
704,Luis,Delacroix,2,QA Engineer,1,2024-05-26,Male,35,Married,Bachelor,3,Non-Travel,1250,Active
705,Jonas,Sharma,2,Software Engineer,1,2022-03-06,Male,23,Married,Bachelor,4,Travel_Rarely,468,Active
707,Ingrid,Petrov,1,Sales Executive,2,2022-11-21,Male,25,Married,Bachelor,8,Travel_Rarely,840,Active
709,Hugo,Ferreira,1,Sales Executive,2,2018-11-17,Female,38,Single,Master,7,Travel_Rarely,573,Active
710,Samir,Kowalski,2,Software Engineer,1,2015-05-01,Male,29,Divorced,Master,1,Travel_Frequently,1655,Active
712,Luis,Ramos,1,Sales Executive,2,2023-02-12,Male,48,Married,Below College,2,Travel_Rarely,986,Active
714,Lena,Lindqvist,1,Sales Executive,2,2019-08-04,Female,27,Divorced,Below College,3,Travel_Frequently,2055,Active
715,Divya,Cardoso,2,Software Engineer,1,2024-02-25,Male,37,Single,College,10,Travel_Rarely,1837,Active
716,Fatima,Bergman,2,QA Engineer,1,2005-07-18,Male,50,Married,Below College,28,Travel_Rarely,58,Active
717,Tariq,Ramos,6,Support Representative,3,2017-07-30,Female,34,Single,Bachelor,9,Travel_Rarely,431,Active
720,Marcus,Silva,1,Sales Executive,2,2022-05-28,Female,24,Single,College,3,Travel_Rarely,118,Terminated
721,Anika,Jokinen,6,Support Representative,2,2005-05-26,Female,39,Single,Master,2,Travel_Rarely,119,Active
722,Ingrid,Ferreira,1,Sales Executive,2,2015-09-04,Male,32,Single,Bachelor,10,Travel_Rarely,1050,Active
723,Mira,Pashkov,1,Sales Executive,2,2021-01-18,Male,50,Married,College,8,Travel_Frequently,986,Terminated
724,Nadia,Cardoso,6,Support Representative,2,2016-12-15,Female,38,Single,Master,1,Travel_Rarely,119,Active
725,Nina,Nakamura,5,Operations Director,3,2016-04-06,Female,27,Married,College,1,Travel_Rarely,1005,Active
727,Caleb,Andersen,2,Engineering Director,3,2018-12-31,Female,32,Single,College,3,Travel_Rarely,638,Active
728,Camila,Ibrahim,1,Sales Executive,2,2018-09-27,Male,47,Single,Master,14,Travel_Rarely,986,Active
729,Soren,Grimaldi,1,Sales Executive,3,2007-12-24,Male,40,Married,Master,5,Travel_Frequently,1716,Active
730,Jonas,Silva,2,Engineering Director,4,2020-06-30,Male,53,Married,Bachelor,7,Travel_Rarely,162,Active
731,Priya,Jokinen,4,Finance Manager,5,2004-07-27,Male,41,Divorced,Master,10,Travel_Rarely,1191,Active
732,Freya,Quintero,1,Sales Executive,2,2023-07-05,Male,60,Single,Master,16,Travel_Rarely,1167,Active
733,Mira,Bakker,5,Operations Director,3,2016-08-09,Male,27,Divorced,College,10,Travel_Frequently,1005,Active
734,Luis,Okafor,4,Finance Manager,5,2003-02-08,Male,41,Married,Bachelor,1,Travel_Rarely,1191,Active
738,Rosa,Bakker,1,Sales Representative,1,2023-10-02,Male,50,Married,Master,8,Travel_Rarely,118,Active
741,Mei,Reyes,2,Software Engineer,1,2018-02-02,Female,28,Single,College,1,Travel_Rarely,575,Terminated
742,Hugo,Steiner,2,Engineering Director,3,2017-08-04,Female,36,Married,Bachelor,8,Non-Travel,396,Active
743,Priya,Moreau,5,Operations Director,3,2024-08-14,Female,38,Single,Bachelor,1,Travel_Rarely,1367,Active
744,Sofia,Reyes,2,QA Engineer,1,2020-03-09,Male,44,Single,Bachelor,24,Non-Travel,999,Active
746,Zara,Marchetti,1,Sales Executive,4,2003-09-18,Female,47,Divorced,Bachelor,3,Travel_Frequently,131,Active
747,Aisha,Ramos,1,Sales Executive,2,2017-12-13,Male,30,Divorced,Doctor,27,Travel_Rarely,1319,Active
749,Rosa,Steiner,1,Sales Representative,1,2024-10-12,Male,29,Single,Bachelor,10,Travel_Rarely,1732,Active
752,Samir,Whitfield,2,Software Engineer,1,2023-03-31,Male,42,Divorced,Bachelor,19,Travel_Frequently,1035,Terminated
754,Chloe,Kowalski,1,Sales Executive,2,2023-03-26,Male,43,Married,Bachelor,15,Travel_Frequently,1975,Active
757,Bruno,Rossi,6,Support Representative,2,2020-07-20,Female,34,Single,College,8,Travel_Rarely,1127,Active
758,Yuki,Nakamura,2,QA Engineer,1,2021-08-24,Male,23,Married,Below College,9,Travel_Rarely,468,Active
760,Omar,Okafor,3,HR Generalist,2,2017-10-17,Female,39,Married,Bachelor,3,Travel_Rarely,1744,Active
762,Felix,Okafor,6,Support Representative,4,2015-02-02,Male,56,Married,Bachelor,9,Travel_Rarely,,Active
763,Marcus,Grimaldi,2,Software Engineer,1,2021-08-08,Female,40,Single,Below College,2,Travel_Rarely,352,Active
764,Peter,Haddad,6,Support Representative,2,2018-07-27,Female,27,Single,Bachelor,7,Travel_Rarely,165,Active
766,Kwame,Bergman,1,Sales Representative,1,2023-03-17,Male,29,Divorced,Bachelor,10,Travel_Rarely,1732,Active
769,Amara,Mehta,2,QA Engineer,2,2023-04-24,Male,53,Single,Bachelor,6,Travel_Rarely,638,Active
771,Isabel,Okafor,6,Support Representative,2,2024-12-01,Female,35,Divorced,Master,2,Non-Travel,1127,Active
772,Soren,Moreau,2,QA Engineer,2,2015-02-22,Male,32,Married,Master,24,Travel_Frequently,1217,Active
773,Fatima,Delacroix,2,Software Engineer,1,2024-03-08,Male,38,Married,Doctor,2,Travel_Rarely,1128,Active
775,Divya,Silva,5,Operations Director,2,2025-09-30,Female,34,Divorced,Doctor,8,Travel_Rarely,1283,Active
776,Mira,Kaur,4,Finance Manager,4,1991-10-30,Male,52,Married,Master,3,Travel_Rarely,374,Active
780,Mei,Ortega,2,Software Engineer,1,2014-04-23,Male,33,Single,Master,1,Travel_Rarely,901,Terminated
781,Rahul,Bakker,1,Sales Executive,2,2019-04-18,Female,25,Single,Below College,26,Travel_Rarely,840,Active
783,Sanne,Kowalski,1,Sales Representative,2,2017-08-14,Male,45,Single,College,2,Travel_Rarely,1975,Active
784,Caleb,Ferreira,2,Software Engineer,1,2023-11-08,Male,23,Single,Below College,10,Travel_Rarely,468,Active
785,Aisha,Kaur,1,Sales Executive,2,2020-01-09,Female,47,Single,College,27,Travel_Frequently,1975,Terminated
786,Aarav,Haddad,1,Sales Executive,2,2019-10-09,Male,34,Single,Bachelor,2,Travel_Rarely,862,Active
787,Divya,Novak,4,Finance Manager,5,2019-12-22,Male,55,Married,Bachelor,2,Travel_Rarely,549,Terminated
789,Zara,Osei,1,Sales Executive,3,2015-12-08,Male,36,Single,Master,8,Non-Travel,1716,Active
791,Kwame,Fitzgerald,2,Software Engineer,1,2021-07-16,Male,52,Married,Master,19,Non-Travel,58,Active
792,Ethan,Halvorsen,2,QA Engineer,1,2023-09-15,Female,26,Divorced,College,1,Travel_Frequently,661,Active
793,Leila,Nowak,6,Support Representative,2,2017-11-08,Female,29,Married,Bachelor,27,Travel_Rarely,165,Active
796,Elena,Jokinen,1,Sales Executive,2,2020-07-13,Male,26,Single,Bachelor,8,Travel_Rarely,2055,Terminated
797,Bruno,Tanaka,2,Software Engineer,1,2021-01-03,Female,34,Single,Master,1,Travel_Rarely,386,Active
799,Nina,Rossi,5,Operations Director,2,2020-07-28,Female,54,Divorced,Master,19,Travel_Rarely,1005,Active
800,Grace,Fitzgerald,1,Sales Executive,2,2021-01-31,Male,27,Married,Below College,8,Travel_Frequently,2055,Active
802,Rosa,Lombardi,2,Software Engineer,1,2020-10-01,Female,37,Divorced,Below College,10,Travel_Rarely,1837,Active
803,Viktor,Ibrahim,5,Operations Director,2,2010-01-27,Female,38,Single,Master,2,Travel_Frequently,601,Active
804,Rahul,Rossi,2,Software Engineer,1,2019-06-12,Female,34,Single,Master,2,Travel_Rarely,386,Active
805,Hannah,Hassan,1,Sales Representative,1,2022-09-05,Female,35,Married,Master,8,Travel_Rarely,244,Active
806,Sofia,Marchetti,2,QA Engineer,1,2023-06-23,Male,30,Married,Bachelor,1,Travel_Rarely,1539,Active
807,Nadia,Mehta,6,Support Representative,2,2017-02-15,Female,40,Married,College,2,Travel_Frequently,119,Active
808,Diego,Nowak,1,Sales Executive,2,2022-02-01,Female,34,Married,College,8,Travel_Rarely,862,Active
809,Nikolai,Eriksen,4,Finance Manager,5,2001-07-24,Male,42,Divorced,Bachelor,8,Travel_Frequently,1191,Active
811,Idris,Halvorsen,2,QA Engineer,1,2024-12-26,Male,23,Married,Bachelor,6,Travel_Rarely,468,Terminated
812,Diego,Vandenberg,2,QA Engineer,1,2024-04-10,Male,24,Divorced,Bachelor,9,Non-Travel,1666,Active
813,Hannah,Sharma,2,QA Engineer,2,2020-10-30,Female,52,Married,Master,11,Travel_Rarely,638,Active
815,Chloe,Aoki,2,Engineering Director,4,2021-06-18,Male,50,Married,Bachelor,2,Travel_Rarely,162,Active
816,Mei,Osei,2,QA Engineer,1,2023-08-11,Female,29,Married,College,1,Travel_Rarely,1655,Terminated
817,Chloe,Nowak,2,Engineering Director,3,2012-07-02,Male,33,Married,Bachelor,7,Travel_Rarely,638,Active
819,Luis,Ferreira,1,Sales Executive,2,2020-10-31,Female,33,Single,Bachelor,16,Travel_Rarely,1050,Terminated
820,Marcus,Quintero,4,Finance Manager,4,1999-06-27,Female,47,Married,College,2,Travel_Rarely,787,Active
823,Caleb,Novak,5,Operations Director,2,2016-11-28,Female,36,Married,Bachelor,1,Travel_Rarely,1026,Active
824,Anika,Krishnan,2,Software Engineer,1,2015-09-18,Male,29,Married,College,23,Travel_Rarely,1655,Active
825,Sofia,Sharma,2,Engineering Director,5,1992-09-28,Male,58,Single,Master,2,Travel_Rarely,,Terminated
826,Peter,Bakker,2,Software Engineer,1,2023-11-11,Female,35,Single,Master,1,Travel_Rarely,1422,Active
827,Tariq,Larsen,5,Operations Director,2,2021-10-19,Female,42,Married,College,1,Travel_Rarely,2034,Active
828,Peter,Bergman,2,Software Engineer,1,2023-04-01,Male,28,Single,Master,2,Travel_Rarely,575,Terminated
829,Felix,Grimaldi,3,HR Generalist,1,2020-03-02,Male,36,Married,Bachelor,13,Travel_Rarely,1098,Active
830,Omar,Kowalski,5,Operations Director,2,2011-06-18,Female,32,Married,Bachelor,4,Travel_Rarely,1283,Active
832,Amara,Bianchi,2,QA Engineer,2,2024-01-10,Male,40,Single,Master,16,Travel_Frequently,1263,Active
833,Hugo,Aoki,5,Operations Director,2,2025-10-03,Female,30,Single,Bachelor,2,Travel_Rarely,1360,Active
834,Yuki,Mehta,2,Software Engineer,1,2024-06-10,Female,45,Single,Bachelor,2,Travel_Rarely,999,Active
836,Viktor,Quintero,5,Operations Director,2,2016-01-29,Male,42,Married,Bachelor,29,Travel_Rarely,601,Active
837,Rahul,Eriksen,6,Support Representative,2,2021-01-06,Male,38,Divorced,Bachelor,12,Travel_Frequently,119,Active
838,Tobias,Nakamura,2,Software Engineer,1,2020-12-04,Female,34,Single,Master,16,Travel_Frequently,386,Active
840,Viktor,Steiner,1,Sales Executive,3,2015-09-06,Female,49,Married,Bachelor,11,Travel_Rarely,1138,Terminated
842,Hugo,Dubois,1,Sales Executive,2,2015-12-06,Male,55,Single,Below College,2,Travel_Rarely,986,Terminated
843,Andre,Mehta,2,Engineering Director,4,2021-12-29,Male,43,Married,College,14,Travel_Rarely,141,Active
844,Viktor,Osei,2,Engineering Director,3,2016-12-25,Male,27,Divorced,Below College,5,Travel_Rarely,638,Active
845,Aisha,Bergman,5,Operations Director,3,2017-03-24,Male,35,Single,Bachelor,7,Travel_Rarely,1367,Active
846,Peter,Halvorsen,1,Sales Executive,2,2017-09-06,Female,28,Married,Master,2,Travel_Rarely,174,Active
847,Sofia,Cardoso,3,HR Generalist,1,2022-04-14,Male,34,Married,College,3,Travel_Rarely,1098,Active
848,Aisha,Vandenberg,2,Software Engineer,1,2015-12-02,Female,26,Married,College,5,Travel_Frequently,661,Terminated
850,Caleb,Jokinen,2,Software Engineer,1,2025-08-05,Male,27,Married,Bachelor,3,Non-Travel,1523,Active
851,Grace,Tanaka,4,Finance Manager,4,2005-05-09,Female,51,Married,Master,26,Travel_Rarely,374,Active
852,Claire,Andersen,6,Support Representative,2,2020-07-30,Male,44,Single,Bachelor,4,Travel_Rarely,1661,Active
854,Daniel,Andersen,2,Software Engineer,1,2021-02-24,Male,25,Single,Below College,2,Travel_Rarely,1666,Active
855,Nadia,Mehta,1,Sales Executive,2,2016-05-18,Male,33,Divorced,Bachelor,1,Travel_Rarely,1050,Active
856,Fatima,Reyes,2,Software Engineer,1,2019-10-20,Female,35,Single,Below College,27,Travel_Rarely,1422,Active
857,Viktor,Petrov,1,Sales Executive,2,2007-03-02,Male,36,Married,College,1,Travel_Rarely,81,Active
859,Kwame,Okafor,1,Sales Executive,2,2020-05-13,Male,32,Divorced,Master,13,Travel_Rarely,1050,Active
861,Amara,Haddad,2,Software Engineer,1,2020-08-20,Male,30,Divorced,Master,5,Travel_Frequently,1539,Active
862,Hugo,Grimaldi,1,Sales Executive,3,2020-07-01,Female,53,Married,College,7,Travel_Rarely,1372,Active
864,Andre,Eriksen,1,Sales Executive,3,2020-10-04,Male,45,Divorced,Bachelor,9,Travel_Rarely,1716,Active
865,Hugo,Halvorsen,2,Software Engineer,2,2020-11-12,Female,32,Married,College,8,Travel_Rarely,1217,Active
867,Aarav,Navarro,5,Operations Director,4,2016-12-28,Female,52,Married,Master,25,Travel_Frequently,1373,Active
868,Rosa,Varga,1,Sales Executive,2,2024-01-10,Male,37,Divorced,Master,16,Travel_Rarely,81,Active
869,Marcus,Halvorsen,3,HR Generalist,1,2020-09-17,Male,28,Divorced,College,8,Travel_Rarely,590,Active
872,Felix,Pashkov,5,Operations Director,2,2023-09-04,Male,22,Married,College,1,Travel_Rarely,112,Active
874,Soren,Quintero,2,QA Engineer,1,2022-07-06,Male,44,Married,Master,8,Travel_Rarely,999,Active
875,Marcus,Aoki,2,Software Engineer,1,2023-07-26,Male,42,Single,Below College,2,Travel_Frequently,1035,Active
878,Luis,Kowalski,3,HR Generalist,1,2020-06-21,Male,36,Married,Bachelor,8,Travel_Rarely,1098,Active
879,Daniel,Cardoso,1,Sales Executive,2,2020-12-22,Male,25,Married,Below College,3,Travel_Rarely,840,Active
880,Mira,Hassan,5,Operations Director,3,2008-03-14,Female,35,Married,Bachelor,9,Travel_Rarely,1367,Active
881,Caleb,Aoki,2,Software Engineer,1,2013-06-20,Female,35,Divorced,Master,25,Travel_Frequently,1422,Terminated
882,Andre,Duarte,2,QA Engineer,1,2022-09-16,Male,32,Divorced,Bachelor,1,Non-Travel,1472,Active
885,Tariq,Bianchi,1,Sales Executive,2,2020-01-06,Male,25,Married,Below College,4,Travel_Rarely,840,Active
887,Freya,Ibrahim,2,Software Engineer,1,2021-11-06,Female,49,Married,Bachelor,1,Travel_Rarely,58,Active
888,Yuki,Ferreira,2,QA Engineer,1,2020-01-11,Male,24,Married,Below College,4,Non-Travel,1666,Active
889,Claire,Kaur,1,Sales Executive,2,2015-11-10,Male,32,Married,College,5,Travel_Frequently,1968,Active
893,Ethan,Tanaka,1,Sales Representative,1,2023-02-22,Male,38,Married,Bachelor,9,Travel_Rarely,118,Active
894,Daniel,Novak,2,QA Engineer,2,2020-10-29,Female,42,Married,Bachelor,3,Travel_Rarely,1263,Active
895,Fatima,Varga,2,Software Engineer,1,2019-01-23,Male,31,Married,Master,11,Travel_Rarely,997,Active
896,Zara,Fitzgerald,1,Sales Representative,1,2021-01-17,Female,29,Divorced,Bachelor,1,Travel_Rarely,1732,Terminated
897,Diego,Rossi,1,Sales Executive,4,2023-09-27,Male,53,Married,Bachelor,8,Travel_Rarely,131,Active
899,Tariq,Petrov,5,Operations Director,3,2012-05-12,Male,35,Married,Bachelor,25,Travel_Rarely,1367,Active
900,Jonas,Ortega,1,Sales Representative,1,2020-04-07,Female,37,Married,College,21,Travel_Frequently,244,Active
901,Chloe,Mbeki,2,Engineering Director,4,2013-01-08,Female,53,Single,Master,23,Travel_Rarely,162,Active
902,Nadia,Duarte,6,Support Representative,2,2020-10-14,Female,43,Married,Bachelor,1,Travel_Frequently,372,Active
903,Samir,Novak,1,Sales Executive,2,2018-08-02,Female,47,Married,College,2,Travel_Rarely,1975,Active
904,Rahul,Moreau,1,Sales Executive,3,2015-04-03,Male,37,Single,College,19,Non-Travel,1716,Active
905,Aisha,Nakamura,4,Finance Manager,4,1994-03-23,Male,50,Divorced,Master,2,Non-Travel,787,Active
909,Diego,Marchetti,3,HR Generalist,2,2020-12-30,Female,39,Married,Bachelor,2,Travel_Rarely,1744,Active
910,Anika,Hassan,3,HR Generalist,1,2021-02-25,Male,33,Divorced,College,3,Travel_Rarely,2040,Active
911,Elena,Bergman,2,QA Engineer,1,2023-12-14,Male,32,Single,Master,25,Travel_Rarely,815,Terminated
912,Yuki,Hassan,2,QA Engineer,1,2021-11-10,Female,29,Divorced,Below College,7,Travel_Rarely,1655,Active
913,Marcus,Bakker,2,Software Engineer,1,2017-05-03,Male,44,Married,College,9,Travel_Rarely,999,Active
916,Andre,Haddad,1,Sales Executive,2,2021-06-16,Male,28,Single,Master,5,Travel_Rarely,174,Active
918,Zara,Tanaka,2,QA Engineer,1,2023-02-22,Male,58,Divorced,Below College,2,Travel_Frequently,1608,Terminated
920,Hugo,Ibrahim,5,Operations Director,2,2024-10-18,Female,43,Divorced,Bachelor,8,Travel_Rarely,2034,Active
922,Lena,Petrov,1,Sales Representative,1,2022-01-04,Female,20,Single,Bachelor,2,Travel_Rarely,302,Terminated
923,Amara,Osei,2,Software Engineer,1,2024-07-20,Female,21,Single,Below College,18,Travel_Rarely,612,Terminated
924,Hugo,Mbeki,6,Support Representative,2,2009-09-04,Male,36,Married,Below College,14,Travel_Rarely,119,Active
925,Priya,Lombardi,1,Sales Representative,1,2022-06-29,Female,47,Single,Master,2,Travel_Rarely,118,Active
926,Camila,Hassan,5,Operations Director,2,2020-12-14,Female,22,Married,Below College,3,Travel_Rarely,112,Terminated
927,Luis,Lindqvist,2,QA Engineer,1,2017-06-17,Female,41,Divorced,Master,2,Travel_Rarely,1035,Terminated
930,Hugo,Mbeki,2,Software Engineer,1,2023-07-23,Female,28,Divorced,Bachelor,9,Travel_Rarely,575,Active
932,Oscar,Petrov,2,QA Engineer,1,2021-05-30,Male,39,Married,Bachelor,6,Travel_Rarely,1128,Terminated
933,Jonas,Kowalski,2,Software Engineer,1,2024-09-02,Female,27,Single,Bachelor,4,Travel_Rarely,1523,Active
934,Mira,Duarte,2,QA Engineer,1,2024-08-07,Male,34,Divorced,Bachelor,10,Travel_Rarely,386,Active
936,Divya,Krishnan,1,Sales Executive,2,2020-02-21,Female,42,Single,College,14,Travel_Rarely,1975,Active
939,Nikolai,Fitzgerald,2,Software Engineer,1,2022-04-19,Male,33,Single,Master,1,Travel_Rarely,901,Active
940,Amara,Krishnan,6,Support Representative,3,2019-05-30,Female,58,Divorced,Bachelor,5,Travel_Rarely,1606,Active
941,Omar,Duarte,1,Sales Representative,1,2018-06-26,Male,31,Married,Master,7,Travel_Rarely,580,Active
942,Freya,Quintero,6,Support Representative,2,2015-06-03,Female,35,Married,Below College,21,Travel_Rarely,1127,Active
944,Omar,Simonsen,2,QA Engineer,3,1999-10-08,Female,49,Married,College,8,Travel_Rarely,1061,Active
945,Fatima,Haddad,2,Software Engineer,1,2025-10-30,Male,48,Married,Master,20,Travel_Rarely,58,Active
947,Rosa,Castellanos,1,Sales Executive,2,2016-05-11,Female,31,Married,College,20,Non-Travel,1319,Active
949,Anika,Okafor,2,Software Engineer,1,2019-02-08,Male,36,Single,Master,7,Travel_Rarely,1424,Active
950,Isabel,Grimaldi,2,Engineering Director,3,2010-11-08,Female,38,Married,Bachelor,1,Travel_Rarely,396,Active
951,Daniel,Hassan,2,QA Engineer,1,2022-11-01,Female,32,Married,Bachelor,1,Non-Travel,815,Active
952,Aarav,Novak,1,Sales Representative,1,2024-03-08,Male,25,Married,College,19,Travel_Rarely,1732,Terminated
954,Nikolai,Jokinen,1,Sales Executive,3,2024-11-30,Male,40,Divorced,Master,10,Travel_Rarely,1716,Active
956,Rosa,Okafor,1,Sales Executive,2,2018-06-05,Male,26,Single,Bachelor,1,Travel_Frequently,2055,Active
957,Elena,Nowak,2,QA Engineer,1,2007-02-24,Male,41,Single,Bachelor,6,Travel_Rarely,1035,Active
958,Freya,Okafor,2,QA Engineer,1,2014-06-01,Male,36,Single,Master,2,Travel_Rarely,1250,Active
959,Kwame,Hassan,1,Sales Representative,1,2023-05-18,Male,19,Single,Bachelor,21,Travel_Rarely,302,Terminated
960,Grace,Rossi,2,QA Engineer,1,2022-12-08,Male,20,Single,Bachelor,4,Travel_Rarely,612,Terminated
961,Luis,Jokinen,6,Support Representative,2,2016-05-06,Female,31,Married,Bachelor,12,Travel_Rarely,1697,Active
964,Freya,Haddad,2,Software Engineer,1,2024-12-15,Male,40,Divorced,Master,9,Travel_Frequently,352,Active
966,Fatima,Whitfield,5,Operations Director,2,2017-05-08,Female,32,Married,Master,3,Travel_Rarely,1283,Active
967,Ingrid,Mehta,1,Sales Executive,3,2009-10-27,Male,36,Married,Below College,3,Travel_Rarely,1863,Terminated
969,Hugo,Delacroix,6,Support Representative,2,2020-01-09,Female,33,Single,Bachelor,1,Travel_Rarely,1697,Active
970,Elena,Quintero,1,Sales Executive,3,2011-03-16,Male,37,Married,Master,1,Travel_Rarely,1716,Terminated
972,Camila,Tanaka,2,QA Engineer,2,2016-09-07,Male,45,Married,College,4,Non-Travel,1941,Active
974,Aisha,Dubois,1,Sales Representative,1,2022-08-24,Female,29,Married,Bachelor,20,Travel_Frequently,1732,Active
975,Omar,Mehta,1,Sales Executive,2,2020-01-31,Female,35,Married,Bachelor,18,Travel_Rarely,1070,Active
976,Soren,Varga,4,Finance Manager,4,2016-07-27,Male,52,Married,College,1,Travel_Rarely,374,Active
977,Samir,Duarte,2,Software Engineer,1,2022-11-30,Male,58,Single,Bachelor,2,Travel_Rarely,1255,Terminated
981,Zara,Novak,4,Finance Manager,4,2008-01-29,Male,53,Divorced,College,2,Travel_Rarely,374,Active
982,Mira,Tanaka,1,Sales Executive,3,2017-01-17,Male,30,Divorced,College,8,Travel_Rarely,404,Active
