employee_id,first_name,last_name,employee_name,department_id,department_name,division,job_role,job_level,business_travel,hire_date,termination_date,current_status,attrition_flag,tenure_years,tenure_cohort,tenure_cohort_sort,gender,age,marital_status,education_level,distance_from_home,manager_id,manager_name,monthly_income,income_pct_rank_in_role,income_quartile_in_role,income_quartile_label,pct_vs_role_average,stock_option_level,salary_hike_pct,latest_review_date,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,overtime_flag,voluntary_flag
683,Claire,Ibrahim,Claire Ibrahim,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2015-01-14,,Active,0,10.96,10 yr+,5,Male,34,Married,Doctor,1,386.0,Jonas Whitfield,2691,0.4021,2,Q2,-16.9,1,12.0,2025-12-19,3,4,2,2,No,
686,Luis,Vandenberg,Luis Vandenberg,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2022-10-15,,Active,0,3.21,3-5 yr,3,Female,26,Married,Bachelor,6,661.0,Andre Nowak,2659,0.3953,2,Q2,-17.9,1,13.0,2025-12-21,3,4,3,3,Yes,
689,Tariq,Ramos,Tariq Ramos,5,Operations,Technology,Operations Director,3,Travel_Rarely,2015-12-21,,Active,0,10.03,10 yr+,5,Male,37,Married,Bachelor,3,1367.0,Isabel Duarte,9434,0.7431,3,Q3,29.3,1,15.0,2025-12-15,3,3,3,3,No,
690,Amara,Steiner,Amara Steiner,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2019-09-13,,Active,0,6.3,5-10 yr,4,Female,29,Married,College,3,1391.0,Marcus Andersen,5561,0.3908,2,Q2,-19.7,1,14.0,2025-12-27,3,3,2,2,No,
691,Leila,Ferreira,Leila Ferreira,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2008-04-27,,Active,0,17.68,10 yr+,5,Male,35,Single,Master,6,1069.0,Divya Krishnan,6646,0.9897,4,Q4 (highest paid in role),105.1,0,13.0,2025-12-13,3,4,2,3,No,
692,Grace,Tanaka,Grace Tanaka,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Frequently,2012-05-27,,Active,0,13.6,10 yr+,5,Male,33,Divorced,Bachelor,6,1697.0,Aarav Haddad,7725,0.6154,3,Q3,2.6,1,23.0,2025-12-23,4,4,3,1,No,
699,Viktor,Silva,Viktor Silva,5,Operations,Technology,Operations Director,2,Travel_Rarely,2022-07-24,,Active,0,3.44,3-5 yr,3,Male,36,Divorced,College,9,1026.0,Nadia Mbeki,8847,0.7083,3,Q3,21.3,1,11.0,2025-12-27,3,2,2,3,Yes,
700,Priya,Okafor,Priya Okafor,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-07-27,,Active,0,4.43,3-5 yr,3,Male,27,Single,Master,3,1523.0,Daniel Osei,2045,0.0619,1,Q1 (lowest paid in role),-36.9,0,13.0,2025-12-31,3,4,1,3,No,
704,Luis,Delacroix,Luis Delacroix,2,Engineering,Technology,QA Engineer,1,Non-Travel,2024-05-26,,Active,0,1.6,1-3 yr,2,Male,35,Married,Bachelor,3,1250.0,Bruno Castellanos,1281,0.0078,1,Q1 (lowest paid in role),-60.4,2,18.0,2025-12-18,3,3,3,3,No,
705,Jonas,Sharma,Jonas Sharma,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-03-06,,Active,0,3.82,3-5 yr,3,Male,23,Married,Bachelor,4,468.0,Mei Mehta,2819,0.4742,2,Q2,-13.0,1,16.0,2025-12-26,3,1,1,4,No,
707,Ingrid,Petrov,Ingrid Petrov,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2022-11-21,,Active,0,3.11,3-5 yr,3,Male,25,Married,Bachelor,8,840.0,Viktor Steiner,4851,0.2062,1,Q1 (lowest paid in role),-29.9,1,22.0,2025-12-17,4,2,4,3,No,
709,Hugo,Ferreira,Hugo Ferreira,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2018-11-17,,Active,0,7.12,5-10 yr,4,Female,38,Single,Master,7,573.0,Soren Fitzgerald,4028,0.0031,1,Q1 (lowest paid in role),-41.8,0,20.0,2025-12-30,4,4,4,3,No,
710,Samir,Kowalski,Samir Kowalski,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2015-05-01,,Active,0,10.67,10 yr+,5,Male,29,Divorced,Master,1,1655.0,Hannah Duarte,2720,0.4296,2,Q2,-16.0,1,18.0,2025-12-31,3,4,2,3,No,
712,Luis,Ramos,Luis Ramos,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2023-02-12,,Active,0,2.88,1-3 yr,2,Male,48,Married,Below College,2,986.0,Marcus Silva,8120,0.7077,3,Q3,17.3,0,12.0,2025-12-27,3,2,2,3,No,
714,Lena,Lindqvist,Lena Lindqvist,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2019-08-04,,Active,0,6.41,5-10 yr,4,Female,27,Divorced,Below College,3,2055.0,Oscar Bakker,4647,0.1538,1,Q1 (lowest paid in role),-32.9,2,20.0,2025-12-20,4,4,4,3,Yes,
715,Divya,Cardoso,Divya Cardoso,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-02-25,,Active,0,1.85,1-3 yr,2,Male,37,Single,College,10,1837.0,Diego Whitfield,4680,0.8625,4,Q4 (highest paid in role),44.4,0,17.0,2025-12-24,3,4,4,3,No,
716,Fatima,Bergman,Fatima Bergman,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2005-07-18,,Active,0,20.45,10 yr+,5,Male,50,Married,Below College,28,58.0,Isabel Hassan,3221,0.5891,3,Q3,-0.5,3,11.0,2025-12-26,3,3,4,3,Yes,
717,Tariq,Ramos,Tariq Ramos,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2017-07-30,,Active,0,8.42,5-10 yr,4,Female,34,Single,Bachelor,9,431.0,Leila Halvorsen,8621,0.6769,3,Q3,14.5,0,14.0,2025-12-24,3,2,4,4,No,
721,Anika,Jokinen,Anika Jokinen,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2005-05-26,,Active,0,20.6,10 yr+,5,Female,39,Single,Master,2,119.0,Fatima Novak,4553,0.1077,1,Q1 (lowest paid in role),-39.5,0,11.0,2025-12-24,3,3,4,3,No,
722,Ingrid,Ferreira,Ingrid Ferreira,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-09-04,,Active,0,10.32,10 yr+,5,Male,32,Single,Bachelor,10,1050.0,Tobias Haddad,5396,0.3415,2,Q2,-22.1,0,12.0,2025-12-14,3,4,4,2,No,
724,Nadia,Cardoso,Nadia Cardoso,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2016-12-15,,Active,0,9.04,5-10 yr,4,Female,38,Single,Master,1,119.0,Fatima Novak,7625,0.6,3,Q3,1.3,0,13.0,2025-12-17,3,4,2,2,No,
725,Nina,Nakamura,Nina Nakamura,5,Operations,Technology,Operations Director,3,Travel_Rarely,2016-04-06,,Active,0,9.74,5-10 yr,4,Female,27,Married,College,1,1005.0,Zara Lindqvist,7412,0.6042,3,Q3,1.6,0,11.0,2025-12-28,3,1,3,3,No,
727,Caleb,Andersen,Caleb Andersen,2,Engineering,Technology,Engineering Director,3,Travel_Rarely,2018-12-31,,Active,0,7.0,5-10 yr,4,Female,32,Single,College,3,638.0,Kwame Cardoso,11159,0.0127,1,Q1 (lowest paid in role),-30.4,0,15.0,2025-12-26,3,4,3,3,No,
728,Camila,Ibrahim,Camila Ibrahim,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2018-09-27,,Active,0,7.26,5-10 yr,4,Male,47,Single,Master,14,986.0,Marcus Silva,4960,0.2308,1,Q1 (lowest paid in role),-28.4,0,12.0,2025-12-27,3,1,4,3,No,
729,Soren,Grimaldi,Soren Grimaldi,1,Sales,Go-To-Market,Sales Executive,3,Travel_Frequently,2007-12-24,,Active,0,18.02,10 yr+,5,Male,40,Married,Master,5,1716.0,Elena Pashkov,10475,0.9231,4,Q4 (highest paid in role),51.3,1,21.0,2025-12-15,4,1,4,3,Yes,
730,Jonas,Silva,Jonas Silva,2,Engineering,Technology,Engineering Director,4,Travel_Rarely,2020-06-30,,Active,0,5.5,5-10 yr,4,Male,53,Married,Bachelor,7,162.0,Soren Pashkov,14814,0.4051,2,Q2,-7.6,0,19.0,2025-12-16,3,3,3,3,No,
731,Priya,Jokinen,Priya Jokinen,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2004-07-27,,Active,0,21.43,10 yr+,5,Male,41,Divorced,Master,10,1191.0,Aisha Varga,19141,0.7525,3,Q3,11.4,3,15.0,2025-12-17,3,4,2,2,No,
732,Freya,Quintero,Freya Quintero,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2023-07-05,,Active,0,2.49,1-3 yr,2,Male,60,Single,Master,16,1167.0,Jonas Silva,5405,0.3446,2,Q2,-21.9,0,14.0,2025-12-22,3,1,1,3,No,
733,Mira,Bakker,Mira Bakker,5,Operations,Technology,Operations Director,3,Travel_Frequently,2016-08-09,,Active,0,9.39,5-10 yr,4,Male,27,Divorced,College,10,1005.0,Zara Lindqvist,8793,0.7014,3,Q3,20.5,2,21.0,2025-12-18,4,1,4,2,No,
734,Luis,Okafor,Luis Okafor,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2003-02-08,,Active,0,22.89,10 yr+,5,Male,41,Married,Bachelor,1,1191.0,Aisha Varga,19189,0.7723,4,Q4 (highest paid in role),11.7,1,12.0,2025-12-22,3,3,4,3,No,
738,Rosa,Bakker,Rosa Bakker,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2023-10-02,,Active,0,2.25,1-3 yr,2,Male,50,Married,Master,8,118.0,Anika Bergman,3875,0.939,4,Q4 (highest paid in role),47.6,1,15.0,2025-12-20,3,2,4,3,No,
742,Hugo,Steiner,Hugo Steiner,2,Engineering,Technology,Engineering Director,3,Non-Travel,2017-08-04,,Active,0,8.41,5-10 yr,4,Female,36,Married,Bachelor,8,396.0,Chloe Tanaka,11713,0.0633,1,Q1 (lowest paid in role),-26.9,1,14.0,2025-12-12,3,1,1,3,No,
743,Priya,Moreau,Priya Moreau,5,Operations,Technology,Operations Director,3,Travel_Rarely,2024-08-14,,Active,0,1.38,1-3 yr,2,Female,38,Single,Bachelor,1,1367.0,Isabel Duarte,7861,0.6458,3,Q3,7.8,0,14.0,2025-12-30,3,3,3,4,Yes,
744,Sofia,Reyes,Sofia Reyes,2,Engineering,Technology,QA Engineer,1,Non-Travel,2020-03-09,,Active,0,5.81,5-10 yr,4,Male,44,Single,Bachelor,24,999.0,Jonas Mbeki,3708,0.7054,3,Q3,14.5,0,14.0,2025-12-29,3,3,1,3,No,
746,Zara,Marchetti,Zara Marchetti,1,Sales,Go-To-Market,Sales Executive,4,Travel_Frequently,2003-09-18,,Active,0,22.29,10 yr+,5,Female,47,Divorced,Bachelor,3,131.0,Zara Mehta,13770,0.9969,4,Q4 (highest paid in role),98.9,2,12.0,2025-12-17,3,3,4,2,Yes,
747,Aisha,Ramos,Aisha Ramos,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2017-12-13,,Active,0,8.05,5-10 yr,4,Male,30,Divorced,Doctor,27,1319.0,Sofia Castellanos,5304,0.3046,2,Q2,-23.4,1,23.0,2025-12-20,4,4,3,2,No,
749,Rosa,Steiner,Rosa Steiner,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2024-10-12,,Active,0,1.22,1-3 yr,2,Male,29,Single,Bachelor,10,1732.0,Claire Mehta,2642,0.5244,3,Q3,0.6,0,11.0,2025-12-31,3,3,3,3,No,
754,Chloe,Kowalski,Chloe Kowalski,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2023-03-26,,Active,0,2.77,1-3 yr,2,Male,43,Married,Bachelor,15,1975.0,Grace Kaur,6804,0.5938,3,Q3,-1.7,1,18.0,2025-12-24,3,4,4,3,No,
757,Bruno,Rossi,Bruno Rossi,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2020-07-20,,Active,0,5.45,5-10 yr,4,Female,34,Single,College,8,1127.0,Ethan Simonsen,6142,0.3385,2,Q2,-18.4,0,11.0,2025-12-24,3,3,2,3,No,
758,Yuki,Nakamura,Yuki Nakamura,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2021-08-24,,Active,0,4.35,3-5 yr,3,Male,23,Married,Below College,9,468.0,Mei Mehta,2500,0.3217,2,Q2,-22.8,1,14.0,2025-12-19,3,1,2,4,No,
760,Omar,Okafor,Omar Okafor,3,HR,Corporate Services,HR Generalist,2,Travel_Rarely,2017-10-17,,Active,0,8.21,5-10 yr,4,Female,39,Married,Bachelor,3,1744.0,Grace Sharma,6389,0.8431,4,Q4 (highest paid in role),50.8,1,15.0,2025-12-24,3,2,3,1,No,
763,Marcus,Grimaldi,Marcus Grimaldi,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-08-08,,Active,0,4.4,3-5 yr,3,Female,40,Single,Below College,2,352.0,Felix Reyes,2342,0.2131,1,Q1 (lowest paid in role),-27.7,0,20.0,2025-12-17,4,4,4,2,Yes,
764,Peter,Haddad,Peter Haddad,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2018-07-27,,Active,0,7.43,5-10 yr,4,Female,27,Single,Bachelor,7,165.0,Ingrid Aoki,6811,0.4923,2,Q2,-9.5,0,19.0,2025-12-26,3,1,4,1,No,
766,Kwame,Bergman,Kwame Bergman,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2023-03-17,,Active,0,2.79,1-3 yr,2,Male,29,Divorced,Bachelor,10,1732.0,Claire Mehta,2297,0.2805,2,Q2,-12.5,2,14.0,2025-12-17,3,2,4,3,No,
769,Amara,Mehta,Amara Mehta,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2023-04-24,,Active,0,2.69,1-3 yr,2,Male,53,Single,Bachelor,6,638.0,Kwame Cardoso,2450,0.2984,2,Q2,-24.3,0,17.0,2025-12-11,3,4,4,3,No,
771,Isabel,Okafor,Isabel Okafor,6,Customer Support,Go-To-Market,Support Representative,2,Non-Travel,2024-12-01,,Active,0,1.08,1-3 yr,2,Female,35,Divorced,Master,2,1127.0,Ethan Simonsen,5093,0.1692,1,Q1 (lowest paid in role),-32.4,1,11.0,2025-12-11,3,1,4,4,No,
772,Soren,Moreau,Soren Moreau,2,Engineering,Technology,QA Engineer,2,Travel_Frequently,2015-02-22,,Active,0,10.86,10 yr+,5,Male,32,Married,Master,24,1217.0,Soren Sharma,5309,0.9302,4,Q4 (highest paid in role),64.0,2,15.0,2025-12-18,3,4,1,3,No,
773,Fatima,Delacroix,Fatima Delacroix,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-03-08,,Active,0,1.82,1-3 yr,2,Male,38,Married,Doctor,2,1128.0,Kwame Mehta,3057,0.5808,3,Q3,-5.6,1,13.0,2025-12-17,3,3,4,1,Yes,
775,Divya,Silva,Divya Silva,5,Operations,Technology,Operations Director,2,Travel_Rarely,2025-09-30,,Active,0,0.25,0-1 yr,1,Female,34,Divorced,Doctor,8,1283.0,Aisha Aoki,5121,0.2569,2,Q2,-29.8,1,14.0,2025-12-30,3,1,2,3,No,
776,Mira,Kaur,Mira Kaur,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,1991-10-30,,Active,0,34.17,10 yr+,5,Male,52,Married,Master,3,374.0,Aarav Lindqvist,16856,0.3663,2,Q2,-1.9,0,11.0,2025-12-25,3,1,3,4,No,
781,Rahul,Bakker,Rahul Bakker,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2019-04-18,,Active,0,6.7,5-10 yr,4,Female,25,Single,Below College,26,840.0,Viktor Steiner,6180,0.4862,2,Q2,-10.7,0,23.0,2025-12-17,4,4,3,2,No,
783,Sanne,Kowalski,Sanne Kowalski,1,Sales,Go-To-Market,Sales Representative,2,Travel_Rarely,2017-08-14,,Active,0,8.38,5-10 yr,4,Male,45,Single,College,2,1975.0,Grace Kaur,6632,1.0,4,Q4 (highest paid in role),152.6,0,13.0,2025-12-15,3,3,2,3,No,
784,Caleb,Ferreira,Caleb Ferreira,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-11-08,,Active,0,2.15,1-3 yr,2,Male,23,Single,Below College,10,468.0,Mei Mehta,3505,0.6838,3,Q3,8.2,0,18.0,2025-12-29,3,3,1,3,No,
786,Aarav,Haddad,Aarav Haddad,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2019-10-09,,Active,0,6.23,5-10 yr,4,Male,34,Single,Bachelor,2,862.0,Hugo Grimaldi,6274,0.5108,3,Q3,-9.4,0,22.0,2025-12-13,4,4,4,3,No,
789,Zara,Osei,Zara Osei,1,Sales,Go-To-Market,Sales Executive,3,Non-Travel,2015-12-08,,Active,0,10.06,10 yr+,5,Male,36,Single,Master,8,1716.0,Elena Pashkov,7587,0.6646,3,Q3,9.6,0,15.0,2025-12-19,3,1,1,3,No,
791,Kwame,Fitzgerald,Kwame Fitzgerald,2,Engineering,Technology,Software Engineer,1,Non-Travel,2021-07-16,,Active,0,4.46,3-5 yr,3,Male,52,Married,Master,19,58.0,Isabel Hassan,4258,0.7973,4,Q4 (highest paid in role),31.4,1,18.0,2025-12-26,3,4,4,3,No,
792,Ethan,Halvorsen,Ethan Halvorsen,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2023-09-15,,Active,0,2.29,1-3 yr,2,Female,26,Divorced,College,1,661.0,Andre Nowak,4364,0.8411,4,Q4 (highest paid in role),34.8,1,14.0,2025-12-20,3,4,1,3,No,
793,Leila,Nowak,Leila Nowak,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2017-11-08,,Active,0,8.15,5-10 yr,4,Female,29,Married,Bachelor,27,165.0,Ingrid Aoki,4335,0.0769,1,Q1 (lowest paid in role),-42.4,1,12.0,2025-12-20,3,3,2,2,No,
797,Bruno,Tanaka,Bruno Tanaka,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-01-03,,Active,0,4.99,3-5 yr,3,Female,34,Single,Master,1,386.0,Jonas Whitfield,3280,0.6151,3,Q3,1.2,0,16.0,2025-12-16,3,4,2,3,No,
799,Nina,Rossi,Nina Rossi,5,Operations,Technology,Operations Director,2,Travel_Rarely,2020-07-28,,Active,0,5.43,5-10 yr,4,Female,54,Divorced,Master,19,1005.0,Zara Lindqvist,5485,0.3542,2,Q2,-24.8,2,11.0,2025-12-20,3,1,4,3,Yes,
800,Grace,Fitzgerald,Grace Fitzgerald,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2021-01-31,,Active,0,4.91,3-5 yr,3,Male,27,Married,Below College,8,2055.0,Oscar Bakker,4342,0.08,1,Q1 (lowest paid in role),-37.3,1,19.0,2025-12-22,3,4,3,3,No,
802,Rosa,Lombardi,Rosa Lombardi,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-10-01,,Active,0,5.25,5-10 yr,4,Female,37,Divorced,Below College,10,1837.0,Diego Whitfield,2782,0.457,2,Q2,-14.1,2,13.0,2025-12-11,3,1,4,2,Yes,
803,Viktor,Ibrahim,Viktor Ibrahim,5,Operations,Technology,Operations Director,2,Travel_Frequently,2010-01-27,,Active,0,15.93,10 yr+,5,Female,38,Single,Master,2,601.0,Amara Grimaldi,5980,0.4028,2,Q2,-18.0,0,12.0,2025-12-20,3,1,1,3,Yes,
804,Rahul,Rossi,Rahul Rossi,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2019-06-12,,Active,0,6.55,5-10 yr,4,Female,34,Single,Master,2,386.0,Jonas Whitfield,4381,0.8144,4,Q4 (highest paid in role),35.2,0,11.0,2025-12-17,3,1,3,3,No,
805,Hannah,Hassan,Hannah Hassan,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2022-09-05,,Active,0,3.32,3-5 yr,3,Female,35,Married,Master,8,244.0,Divya Navarro,2572,0.4878,2,Q2,-2.1,1,16.0,2025-12-14,3,4,1,2,No,
806,Sofia,Marchetti,Sofia Marchetti,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-06-23,,Active,0,2.52,1-3 yr,2,Male,30,Married,Bachelor,1,1539.0,Camila Dubois,3833,0.7403,3,Q3,18.4,2,21.0,2025-12-19,4,3,4,3,No,
807,Nadia,Mehta,Nadia Mehta,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Frequently,2017-02-15,,Active,0,8.87,5-10 yr,4,Female,40,Married,College,2,119.0,Fatima Novak,4244,0.0692,1,Q1 (lowest paid in role),-43.6,1,24.0,2025-12-17,4,2,3,3,No,
808,Diego,Nowak,Diego Nowak,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2022-02-01,,Active,0,3.91,3-5 yr,3,Female,34,Married,College,8,862.0,Hugo Grimaldi,6500,0.5354,3,Q3,-6.1,1,17.0,2025-12-17,3,1,3,3,No,
809,Nikolai,Eriksen,Nikolai Eriksen,4,Finance,Corporate Services,Finance Manager,5,Travel_Frequently,2001-07-24,,Active,0,24.44,10 yr+,5,Male,42,Divorced,Bachelor,8,1191.0,Aisha Varga,18430,0.6337,3,Q3,7.3,1,13.0,2025-12-18,3,4,2,2,No,
812,Diego,Vandenberg,Diego Vandenberg,2,Engineering,Technology,QA Engineer,1,Non-Travel,2024-04-10,,Active,0,1.72,1-3 yr,2,Male,24,Divorced,Bachelor,9,1666.0,Soren Marchetti,2694,0.4186,2,Q2,-16.8,3,11.0,2025-12-23,3,2,3,3,No,
813,Hannah,Sharma,Hannah Sharma,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2020-10-30,,Active,0,5.17,5-10 yr,4,Female,52,Married,Master,11,638.0,Kwame Cardoso,3149,0.5504,3,Q3,-2.7,1,20.0,2025-12-30,4,3,4,3,No,
815,Chloe,Aoki,Chloe Aoki,2,Engineering,Technology,Engineering Director,4,Travel_Rarely,2021-06-18,,Active,0,4.54,3-5 yr,3,Male,50,Married,Bachelor,2,162.0,Soren Pashkov,17639,0.6456,3,Q3,10.0,0,16.0,2025-12-12,3,3,3,3,No,
817,Chloe,Nowak,Chloe Nowak,2,Engineering,Technology,Engineering Director,3,Travel_Rarely,2012-07-02,,Active,0,13.5,10 yr+,5,Male,33,Married,Bachelor,7,638.0,Kwame Cardoso,11691,0.0506,1,Q1 (lowest paid in role),-27.1,0,11.0,2025-12-17,3,3,3,4,No,
820,Marcus,Quintero,Marcus Quintero,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,1999-06-27,,Active,0,26.51,10 yr+,5,Female,47,Married,College,2,787.0,Divya Novak,16752,0.3069,2,Q2,-2.5,1,11.0,2025-12-24,3,4,3,2,Yes,
823,Caleb,Novak,Caleb Novak,5,Operations,Technology,Operations Director,2,Travel_Rarely,2016-11-28,,Active,0,9.09,5-10 yr,4,Female,36,Married,Bachelor,1,1026.0,Nadia Mbeki,5228,0.2847,2,Q2,-28.3,1,15.0,2025-12-16,3,2,3,3,No,
824,Anika,Krishnan,Anika Krishnan,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2015-09-18,,Active,0,10.29,10 yr+,5,Male,29,Married,College,23,1655.0,Hannah Duarte,2700,0.4124,2,Q2,-16.7,1,24.0,2025-12-12,4,3,3,3,No,
826,Peter,Bakker,Peter Bakker,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-11-11,,Active,0,2.14,1-3 yr,2,Female,35,Single,Master,1,1422.0,Isabel Vandenberg,2506,0.3093,2,Q2,-22.7,0,13.0,2025-12-23,3,3,4,3,No,
827,Tariq,Larsen,Tariq Larsen,5,Operations,Technology,Operations Director,2,Travel_Rarely,2021-10-19,,Active,0,4.2,3-5 yr,3,Female,42,Married,College,1,2034.0,Nadia Larsen,6062,0.4236,2,Q2,-16.9,1,13.0,2025-12-21,3,4,4,3,Yes,
829,Felix,Grimaldi,Felix Grimaldi,3,HR,Corporate Services,HR Generalist,1,Travel_Rarely,2020-03-02,,Active,0,5.83,5-10 yr,4,Male,36,Married,Bachelor,13,1098.0,Jonas Novak,2143,0.0784,1,Q1 (lowest paid in role),-49.4,1,13.0,2025-12-24,3,2,3,3,No,
830,Omar,Kowalski,Omar Kowalski,5,Operations,Technology,Operations Director,2,Travel_Rarely,2011-06-18,,Active,0,14.54,10 yr+,5,Female,32,Married,Bachelor,4,1283.0,Aisha Aoki,6162,0.4514,2,Q2,-15.5,1,12.0,2025-12-14,3,3,3,3,No,
832,Amara,Bianchi,Amara Bianchi,2,Engineering,Technology,QA Engineer,2,Travel_Frequently,2024-01-10,,Active,0,1.97,1-3 yr,2,Male,40,Single,Master,16,1263.0,Caleb Eriksen,5094,0.907,4,Q4 (highest paid in role),57.4,0,14.0,2025-12-17,3,3,1,3,No,
833,Hugo,Aoki,Hugo Aoki,5,Operations,Technology,Operations Director,2,Travel_Rarely,2025-10-03,,Active,0,0.24,0-1 yr,1,Female,30,Single,Bachelor,2,1360.0,Tariq Hassan,6877,0.5625,3,Q3,-5.7,0,24.0,2025-12-11,4,4,3,2,Yes,
834,Yuki,Mehta,Yuki Mehta,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-06-10,,Active,0,1.56,1-3 yr,2,Female,45,Single,Bachelor,2,999.0,Jonas Mbeki,2274,0.1649,1,Q1 (lowest paid in role),-29.8,0,14.0,2025-12-21,3,3,2,3,No,
836,Viktor,Quintero,Viktor Quintero,5,Operations,Technology,Operations Director,2,Travel_Rarely,2016-01-29,,Active,0,9.92,5-10 yr,4,Male,42,Married,Bachelor,29,601.0,Amara Grimaldi,4434,0.1181,1,Q1 (lowest paid in role),-39.2,1,13.0,2025-12-31,3,2,2,2,No,
837,Rahul,Eriksen,Rahul Eriksen,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Frequently,2021-01-06,,Active,0,4.98,3-5 yr,3,Male,38,Divorced,Bachelor,12,119.0,Fatima Novak,6288,0.3538,2,Q2,-16.5,1,15.0,2025-12-17,3,1,1,2,No,
838,Tobias,Nakamura,Tobias Nakamura,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2020-12-04,,Active,0,5.07,5-10 yr,4,Female,34,Single,Master,16,386.0,Jonas Whitfield,2553,0.3368,2,Q2,-21.2,0,16.0,2025-12-17,3,4,3,3,No,
843,Andre,Mehta,Andre Mehta,2,Engineering,Technology,Engineering Director,4,Travel_Rarely,2021-12-29,,Active,0,4.01,3-5 yr,3,Male,43,Married,College,14,141.0,Aarav Jokinen,17159,0.5696,3,Q3,7.0,1,24.0,2025-12-31,4,1,2,3,No,
844,Viktor,Osei,Viktor Osei,2,Engineering,Technology,Engineering Director,3,Travel_Rarely,2016-12-25,,Active,0,9.02,5-10 yr,4,Male,27,Divorced,Below College,5,638.0,Kwame Cardoso,12808,0.1519,1,Q1 (lowest paid in role),-20.1,1,16.0,2025-12-12,3,4,3,3,Yes,
845,Aisha,Bergman,Aisha Bergman,5,Operations,Technology,Operations Director,3,Travel_Rarely,2017-03-24,,Active,0,8.77,5-10 yr,4,Male,35,Single,Bachelor,7,1367.0,Isabel Duarte,10221,0.8264,4,Q4 (highest paid in role),40.1,0,21.0,2025-12-17,4,3,3,4,No,
846,Peter,Halvorsen,Peter Halvorsen,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2017-09-06,,Active,0,8.32,5-10 yr,4,Female,28,Married,Master,2,174.0,Grace Dubois,4779,0.1938,1,Q1 (lowest paid in role),-31.0,0,20.0,2025-12-16,4,2,2,3,Yes,
847,Sofia,Cardoso,Sofia Cardoso,3,HR,Corporate Services,HR Generalist,1,Travel_Rarely,2022-04-14,,Active,0,3.72,3-5 yr,3,Male,34,Married,College,3,1098.0,Jonas Novak,3737,0.5882,3,Q3,-11.8,1,19.0,2025-12-23,3,4,3,1,No,
